İl;İlçe;Okul Adı
ANTALYA;KONYAALTI;ÖZEL KONYAALTI EMRE TAŞDÖNDÜREN REHBERLİK VE PSİKOLOJİK DANIŞMA MERKEZİ
ANTALYA;KONYAALTI;ÖZEL KONYAALTI KAPTAN ANAOKULU
ANTALYA;KONYAALTI;ÖZEL KONYAALTI MUSTAFA KEMAL İLKOKULU
ANTALYA;KONYAALTI;ÖZEL KONYAALTI MUSTAFA KEMAL ORTAOKULU
ANTALYA;KONYAALTI;ÖZEL KONYAALTI OKYANUS İLKOKULU
ANTALYA;KONYAALTI;ÖZEL KONYAALTI OKYANUS ORTAOKULU
ANTALYA;KONYAALTI;ÖZEL KONYAALTI PİSAGOR SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
ANTALYA;KONYAALTI;ÖZEL KONYAALTI SINAV İLERİ KURS SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
ANTALYA;KONYAALTI;ÖZEL KONYAALTI SİNERJİ SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
ANTALYA;KONYAALTI;ÖZEL KONYAALTI ÜSTÜNBİLGİ SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
ANTALYA;KONYAALTI;ÖZEL KONYAALTI UĞUR İLKOKULU
ANTALYA;KONYAALTI;ÖZEL KONYAALTI UĞUR ORTAOKULU
ANTALYA;KONYAALTI;ÖZEL KONYAALTI UĞUR SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
ANTALYA;KONYAALTI;ÖZEL KONYAALTI UNCALI DOĞA İLKOKULU
ANTALYA;KONYAALTI;ÖZEL LİBER AKADEMİ SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
ANTALYA;KONYAALTI;ÖZEL MOLEKÜLÜM SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
ANTALYA;KONYAALTI;ÖZEL REF AKADEMİ SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
ANTALYA;KONYAALTI;ÖZEL RUSYA MİLLETLERARASI İLKOKULU
ANTALYA;KONYAALTI;ÖZEL RUSYA MİLLETLERARASI ORTAOKULU
ANTALYA;KONYAALTI;ÖZEL SEÇKİNLER MİNİ KOLEJ ANAOKULU
ANTALYA;KONYAALTI;ÖZEL UNCALI AKADEMİ SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
ANTALYA;KONYAALTI;ÖZEL UNCALI BİREY ANAOKULU
ANTALYA;KORKUTELİ;ÖZEL ANTALYA BAHAR ÇİÇEKLERİ ANAOKULU
ANTALYA;KORKUTELİ;ÖZEL KORKUTELİ AÇI ANADOLU LİSESİ
ANTALYA;KORKUTELİ;ÖZEL KORKUTELİ AÇI ORTAOKULU
ANTALYA;KORKUTELİ;ÖZEL KORKUTELİ FEN BİLİMLERİ SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
ANTALYA;KORKUTELİ;ÖZEL KORKUTELİ RENKLİ KALEMLER SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
ANTALYA;KUMLUCA;ÖZEL EYLÜL REHBERLİK VE PSİKOLOJİK DANIŞMA MERKEZİ
ANTALYA;KUMLUCA;ÖZEL KUMLUCA BAHÇEŞEHİR KOLEJİ ANADOLU LİSESİ
ANTALYA;KUMLUCA;ÖZEL KUMLUCA BAHÇEŞEHİR KOLEJİ ANAOKULU
ANTALYA;KUMLUCA;ÖZEL KUMLUCA BAHÇEŞEHİR KOLEJİ İLKOKULU
ANTALYA;KUMLUCA;ÖZEL KUMLUCA BAHÇEŞEHİR KOLEJİ ORTAOKULU
ANTALYA;KUMLUCA;ÖZEL KUMLUCA BİLİM SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
ANTALYA;KUMLUCA;ÖZEL KUMLUCA FİNAL SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
ANTALYA;KUMLUCA;ÖZEL KUMLUCA LALE BAHÇESİ ANAOKULU
ANTALYA;KUMLUCA;ÖZEL KUMLUCA SINAV ANADOLU LİSESİ
ANTALYA;KUMLUCA;ÖZEL KUMLUCA SINAV FEN LİSESİ
ANTALYA;KUMLUCA;ÖZEL KUMLUCA SINAV İLKOKULU
ANTALYA;KUMLUCA;ÖZEL KUMLUCA SINAV ORTAOKULU
ANTALYA;KUMLUCA;ÖZEL KUMLUCA SINAV SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
ANTALYA;KUMLUCA;ÖZEL KUMLUCA TEKNOKENT KOLEJİ MESLEKİ VE TEKNİK ANADOLU LİSESİ
ANTALYA;KUMLUCA;ÖZEL MAVİKONAK LALE BAHÇESİ ANAOKULU
ANTALYA;KUMLUCA;ÖZEL MÜJGAN ÇETİN ANAOKULU
ANTALYA;KUMLUCA;ÖZEL MÜJGAN ÇETİN İLKOKULU
ANTALYA;KUMLUCA;ÖZEL MÜJGAN ÇETİN ORTAOKULU
ANTALYA;KUMLUCA;ÖZEL ÖNAY ÇEPE KOORDİNAT SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
ANTALYA;MANAVGAT;ÖZEL AKDENİZ BAŞARI KOLEJİ ANAOKULU
ANTALYA;MANAVGAT;ÖZEL AKDENİZ BAŞARI KOLEJİ İLKOKULU
ANTALYA;MANAVGAT;ÖZEL AKDENİZ BAŞARI KOLEJİ ORTAOKULU
ANTALYA;MANAVGAT;ÖZEL AKDENİZ İNCİLERİ ANAOKULU
ANTALYA;MANAVGAT;ÖZEL BALA ANAOKULU
ANTALYA;MANAVGAT;ÖZEL BATI ANADOLU LİSESİ
ANTALYA;MANAVGAT;ÖZEL BATI ORTAOKULU
ANTALYA;MANAVGAT;ÖZEL FARK ANADOLU LİSESİ
ANTALYA;MANAVGAT;ÖZEL FARK KOLEJİ İLKOKULU
ANTALYA;MANAVGAT;ÖZEL FARK KOLEJİ ORTAOKULU
ANTALYA;MANAVGAT;ÖZEL HİSARLI AKDENİZ İNCİLERİ ANAOKULU
ANTALYA;MANAVGAT;ÖZEL İLGİ ANADOLU LİSESİ
ANTALYA;MANAVGAT;ÖZEL MADALYON KOLEJİ ANADOLU LİSESİ
ANTALYA;MANAVGAT;ÖZEL MADALYON KOLEJİ İLKOKULU
ANTALYA;MANAVGAT;ÖZEL MADALYON KOLEJİ ORTAOKULU
ANTALYA;MANAVGAT;ÖZEL MADALYON SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
ANTALYA;MANAVGAT;ÖZEL MANAVGAT AKIL KÜPÜ SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
ANTALYA;MANAVGAT;ÖZEL MANAVGAT BAHÇEŞEHİR KOLEJİ ANADOLU  LİSESİ
ANTALYA;MANAVGAT;ÖZEL MANAVGAT BAHÇEŞEHİR KOLEJİ FEN LİSESİ
ANTALYA;MANAVGAT;ÖZEL MANAVGAT BOĞAZİÇİ ANADOLU LİSESİ
ANTALYA;MANAVGAT;ÖZEL MANAVGAT BOĞAZİÇİ İLKOKULU
ANTALYA;MANAVGAT;ÖZEL MANAVGAT BOĞAZİÇİ ORTAOKULU
ANTALYA;MANAVGAT;ÖZEL MANAVGAT ÇİZMELİ KEDİ ANAOKULU
ANTALYA;MANAVGAT;ÖZEL MANAVGAT DENGELİ GELİŞİM ANAOKULU
ANTALYA;MANAVGAT;ÖZEL MANAVGAT DOĞRU ADIM SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
ANTALYA;MANAVGAT;ÖZEL MANAVGAT ELİT ANADOLU LİSESİ
ANTALYA;MANAVGAT;ÖZEL MANAVGAT ELİT İLKOKULU
ANTALYA;MANAVGAT;ÖZEL MANAVGAT ELİT ORTAOKULU
ANTALYA;MANAVGAT;ÖZEL MANAVGAT ESRA POLAT ANAOKULU
ANTALYA;MANAVGAT;ÖZEL MANAVGAT GELİŞİM SERÜVENİ (GESA) ANAOKULU
ANTALYA;MANAVGAT;ÖZEL MANAVGAT GÖZBEBEĞİM ANAOKULU
ANTALYA;MANAVGAT;ÖZEL MANAVGAT GÜNEŞ AKADEMİ SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
ANTALYA;MANAVGAT;ÖZEL MANAVGAT İLK İZ ANAOKULU
ANTALYA;MANAVGAT;ÖZEL MANAVGAT İSABET ANAOKULU
ANTALYA;MANAVGAT;ÖZEL MANAVGAT İSABET İLKOKULU
ANTALYA;MANAVGAT;ÖZEL MANAVGAT KARİYER AKADEMİ SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
ANTALYA;MANAVGAT;ÖZEL MANAVGAT KOLEJİ ANADOLU LİSESİ
ANTALYA;MANAVGAT;ÖZEL MANAVGAT KOLEJİ İLKOKULU
ANTALYA;MANAVGAT;ÖZEL MANAVGAT KOLEJİ ORTAOKULU
ANTALYA;MANAVGAT;ÖZEL MANAVGAT MAYA İLKOKULU
ANTALYA;MANAVGAT;ÖZEL MANAVGAT MAYA ORTAOKULU
ANTALYA;MANAVGAT;ÖZEL MANAVGAT PARMAK İZİ KOLEJİ İLKOKULU
ANTALYA;MANAVGAT;ÖZEL MANAVGAT PARMAK İZİ KOLEJİ ORTAOKULU
ANTALYA;MANAVGAT;ÖZEL MANAVGAT ROTA SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
ANTALYA;MANAVGAT;ÖZEL MANAVGAT SINAV ANADOLU LİSESİ
ANTALYA;MANAVGAT;ÖZEL MANAVGAT SINAV ORTAOKULU
ANTALYA;MANAVGAT;ÖZEL MANAVGAT SORGUN BAHÇEŞEHİR KOLEJİ İLKOKULU
ANTALYA;MANAVGAT;ÖZEL MANAVGAT SORGUN BAHÇEŞEHİR KOLEJİ ORTAOKULU
ANTALYA;MANAVGAT;ÖZEL MANAVGAT SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
ANTALYA;MANAVGAT;ÖZEL MANAVGAT YENİ ARENA SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
ANTALYA;MANAVGAT;ÖZEL MANAVGAT ZEYTİN ANAOKULU
ANTALYA;MANAVGAT;ÖZEL ODAK REHBERLİK VE PSİKOLOJİK DANIŞMA MERKEZİ
ANTALYA;MANAVGAT;ÖZEL SORGUN ANAOKULU
ANTALYA;MANAVGAT;ÖZEL YENİ MAHALLE AKDENİZ İNCİLERİ ANAOKULU
ANTALYA;MURATPAŞA;ÖZEL ABDULSELAM KORKMAZ SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
ANTALYA;MURATPAŞA;ÖZEL AKANT İLKOKULU
ANTALYA;MURATPAŞA;ÖZEL AKANT ORTAOKULU
ANTALYA;MURATPAŞA;ÖZEL AKDENİZ BİREY ANADOLU LİSESİ
ANTALYA;MURATPAŞA;ÖZEL AKDENİZ BİREY FEN LİSESİ
ANTALYA;MURATPAŞA;ÖZEL AKDENİZ BİREY İLKOKULU
ANTALYA;MURATPAŞA;ÖZEL AKDENİZ BİREY ORTAOKULU
ANTALYA;MURATPAŞA;ÖZEL AKDENİZ RÜZGAR ANADOLU LİSESİ
ANTALYA;MURATPAŞA;ÖZEL AKRİDA ANAOKULU
ANTALYA;MURATPAŞA;ÖZEL ALFABE ANAOKULU
ANTALYA;MURATPAŞA;ÖZEL ALTIN KANATLAR  MESLEKİ VE TEKNİK ANADOLU LİSESİ
ANTALYA;MURATPAŞA;ÖZEL AMAÇ AKADEMİ KIRCAMİ SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
ANTALYA;MURATPAŞA;ÖZEL AMAÇ AKADEMİ SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
ANTALYA;MURATPAŞA;ÖZEL ANTALYA AÇI ANADOLU LİSESİ
ANTALYA;MURATPAŞA;ÖZEL ANTALYA AÇI FEN LİSESİ
ANTALYA;MURATPAŞA;ÖZEL ANTALYA AK ANT ANAOKULU
ANTALYA;MURATPAŞA;ÖZEL ANTALYA AKANT ANADOLU LİSESİ
ANTALYA;MURATPAŞA;ÖZEL ANTALYA AKANT FEN LİSESİ
ANTALYA;MURATPAŞA;ÖZEL ANTALYA AKANT İLKOKULU
ANTALYA;MURATPAŞA;ÖZEL ANTALYA AKANT ORTAOKULU
ANTALYA;MURATPAŞA;ÖZEL ANTALYA ALFA ANAOKULU
ANTALYA;MURATPAŞA;ÖZEL ANTALYA ALİ OKÇU DOĞRU YÖNTEM SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
ANTALYA;MURATPAŞA;ÖZEL ANTALYA ALTINÇAĞ KOLEJİ ANADOLU LİSESİ
ANTALYA;MURATPAŞA;ÖZEL ANTALYA BİLİM KOLEJİ ANADOLU LİSESİ
ANTALYA;MURATPAŞA;ÖZEL ANTALYA ÇAĞDAŞ BARÇIN SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
ANTALYA;MURATPAŞA;ÖZEL ANTALYA CAN ADA ANADOLU LİSESİ
ANTALYA;MURATPAŞA;ÖZEL ANTALYA DOĞRU VE RASYONEL İLKOKULU
ANTALYA;MURATPAŞA;ÖZEL ANTALYA DOĞRU VE RASYONEL ORTAOKULU
ANTALYA;MURATPAŞA;ÖZEL ANTALYA DORUK KOLEJİ ANADOLU LİSESİ
ANTALYA;MURATPAŞA;ÖZEL ANTALYA DORUK KOLEJİ FEN LİSESİ
ANTALYA;MURATPAŞA;ÖZEL ANTALYA DORUK KOLEJİ ORTAOKULU
ANTALYA;MURATPAŞA;ÖZEL ANTALYA DÜŞÜNÜR İLKOKULU
ANTALYA;MURATPAŞA;ÖZEL ANTALYA DÜŞÜNÜR ORTAOKULU
ANTALYA;MURATPAŞA;ÖZEL ANTALYA EĞİTİM BİLİMLERİ SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
ANTALYA;MURATPAŞA;ÖZEL ANTALYA EĞİTİM MERKEZLİ BİLGİ AKADEMİSİ (EMBA) SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
ANTALYA;MURATPAŞA;ÖZEL ANTALYA ENVAR İLKOKULU
ANTALYA;MURATPAŞA;ÖZEL ANTALYA ENVAR ORTAOKULU
ANTALYA;MURATPAŞA;ÖZEL ANTALYA ENVAR YUNUS YUVA ANAOKULU
ANTALYA;MURATPAŞA;ÖZEL ANTALYA GÜRBÜZ AKCAN ÜÇGEN SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
ANTALYA;MURATPAŞA;ÖZEL ANTALYA İLGİM EĞİTİM  SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
ANTALYA;MURATPAŞA;ÖZEL ANTALYA İMZA ANADOLU LİSESİ
ANTALYA;MURATPAŞA;ÖZEL ANTALYA KOÇAŞ ORTAOKULU
ANTALYA;MURATPAŞA;ÖZEL ANTALYA KOLEJİ MURATPAŞA ANADOLU LİSESİ
ANTALYA;MURATPAŞA;ÖZEL ANTALYA KOLEJİ MURATPAŞA İLKOKULU
ANTALYA;MURATPAŞA;ÖZEL ANTALYA KOLEJİ MURATPAŞA ORTAOKULU
ANTALYA;MURATPAŞA;ÖZEL ANTALYA KÜÇÜK ŞEYLER ANAOKULU
ANTALYA;MURATPAŞA;ÖZEL ANTALYA LARA BAHÇEŞEHİR ANADOLU LİSESİ
ANTALYA;MURATPAŞA;ÖZEL ANTALYA LARA BAHÇEŞEHİR İLKOKULU
ANTALYA;MURATPAŞA;ÖZEL ANTALYA LARA BAHÇEŞEHİR ORTAOKULU
ANTALYA;MURATPAŞA;ÖZEL ANTALYA LARA UĞUR SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
ANTALYA;MURATPAŞA;ÖZEL ANTALYA LARA YEDİİKLİM İLKOKULU
ANTALYA;MURATPAŞA;ÖZEL ANTALYA LARA YEDİİKLİM ORTAOKULU
ANTALYA;MURATPAŞA;ÖZEL ANTALYA MASAL DÜNYASI ANAOKULU
ANTALYA;MURATPAŞA;ÖZEL ANTALYA MAYA ANADOLU LİSESİ
ANTALYA;MURATPAŞA;ÖZEL ANTALYA MAYA FEN VE TEKNOLOJİ LİSESİ
ANTALYA;MURATPAŞA;ÖZEL ANTALYA MAYA İLKOKULU
ANTALYA;MURATPAŞA;ÖZEL ANTALYA MAYA ORTAOKULU
ANTALYA;MURATPAŞA;ÖZEL ANTALYA RENK ANADOLU LİSESİ
ANTALYA;MURATPAŞA;ÖZEL ANTALYA RENK FEN LİSESİ
ANTALYA;MURATPAŞA;ÖZEL ANTALYA RENK ORTAOKULU
ANTALYA;MURATPAŞA;ÖZEL ANTALYA RENK SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
ANTALYA;MURATPAŞA;ÖZEL ANTALYA SEVİYE İLKOKULU
ANTALYA;MURATPAŞA;ÖZEL ANTALYA SEVİYE ORTAOKULU
ANTALYA;MURATPAŞA;ÖZEL ANTALYA SINAV FEN LİSESİ
ANTALYA;MURATPAŞA;ÖZEL ANTALYA SINAV İLERİ KURS SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
ANTALYA;MURATPAŞA;ÖZEL ANTALYA SINAV İLKOKULU
ANTALYA;MURATPAŞA;ÖZEL ANTALYA SINAV ORTAOKULU
ANTALYA;MURATPAŞA;ÖZEL ANTALYA TAÇ KOLEJİ ANAOKULU
ANTALYA;MURATPAŞA;ÖZEL ANTALYA TAÇ KOLEJİ İLKOKULU
ANTALYA;MURATPAŞA;ÖZEL ANTALYA TAÇ KOLEJİ ORTAOKULU
ANTALYA;MURATPAŞA;ÖZEL ANTALYA TEKNOLOJİ KOLEJİ ANADOLU LİSESİ
ANTALYA;MURATPAŞA;ÖZEL ANTALYA TEKNOLOJİ KOLEJİ ORTAOKULU
ANTALYA;MURATPAŞA;ÖZEL ANTALYA TEORİ KOLEJİ ANADOLU LİSESİ
ANTALYA;MURATPAŞA;ÖZEL ANTALYA TEORİ KOLEJİ İLKOKULU
ANTALYA;MURATPAŞA;ÖZEL ANTALYA TEORİ KOLEJİ ORTAOKULU
ANTALYA;MURATPAŞA;ÖZEL ANTALYA VİZYON  ER KOLEJİ ANADOLU LİSESİ
ANTALYA;MURATPAŞA;ÖZEL ANTALYA VİZYON ER KOLEJİ İLKOKULU
ANTALYA;MURATPAŞA;ÖZEL ANTALYA VİZYON ER KOLEJİ ORTAOKULU
ANTALYA;MURATPAŞA;ÖZEL ANTALYA YEDİİKLİM ANADOLU LİSESİ
ANTALYA;MURATPAŞA;ÖZEL ANTALYA YEDİİKLİM İLKOKULU
ANTALYA;MURATPAŞA;ÖZEL ANTALYA YEDİİKLİM ORTAOKULU
ANTALYA;MURATPAŞA;ÖZEL BAHAR REHBERLİK VE PSİKOLOJİK DANIŞMA MERKEZİ
ANTALYA;MURATPAŞA;ÖZEL BİLBAŞAR SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
ANTALYA;MURATPAŞA;ÖZEL BİLFEN ANTALYA ANADOLU LİSESİ
ANTALYA;MURATPAŞA;ÖZEL BİLFEN ANTALYA FEN LİSESİ
ANTALYA;MURATPAŞA;ÖZEL BİLFEN ANTALYA İLKOKULU
ANTALYA;MURATPAŞA;ÖZEL BİLFEN ANTALYA ORTAOKULU
ANTALYA;MURATPAŞA;ÖZEL BİLGİ KALESİ SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
ANTALYA;MURATPAŞA;ÖZEL BİLİM DÜNYASI ANAOKULU
ANTALYA;MURATPAŞA;ÖZEL BİREY LARA SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
ANTALYA;MURATPAŞA;ÖZEL BÜYÜK SANATÇILAR ANAOKULU
ANTALYA;MURATPAŞA;ÖZEL BUMERANG ANADOLU LİSESİ
ANTALYA;MURATPAŞA;ÖZEL ÇALLI GELİŞİM SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
ANTALYA;MURATPAŞA;ÖZEL ÇALLI UĞUR ANADOLU LİSESİ
ANTALYA;MURATPAŞA;ÖZEL ÇALLI UĞUR İLKOKULU
ANTALYA;MURATPAŞA;ÖZEL ÇALLI UĞUR ORTAOKULU
ANTALYA;MURATPAŞA;ÖZEL ÇARŞI BİREY SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
ANTALYA;MURATPAŞA;ÖZEL ÇOCUK ADASI ANAOKULU
ANTALYA;MURATPAŞA;ÖZEL CENAP DÜZGÜN ANADOLU LİSESİ
ANTALYA;MURATPAŞA;ÖZEL DOĞANAY ANAOKULU
ANTALYA;MURATPAŞA;ÖZEL DOĞANAY İLKOKULU
ANTALYA;MURATPAŞA;ÖZEL ELİT AKDENİZ ANAOKULU
ANTALYA;MURATPAŞA;ÖZEL ERKEN MÜDAHALE ÖZEL EĞİTİM ANAOKULU
ANTALYA;MURATPAŞA;ÖZEL ETİKET SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
ANTALYA;MURATPAŞA;ÖZEL GÖKKUŞAĞI KOLEJİ ANADOLU LİSESİ
ANTALYA;MURATPAŞA;ÖZEL GÖKKUŞAĞI KOLEJİ İLKOKULU
ANTALYA;MURATPAŞA;ÖZEL GÖKKUŞAĞI KOLEJİ ORTAOKULU
ANTALYA;MURATPAŞA;ÖZEL GÜNAŞIĞI ANAOKULU
ANTALYA;MURATPAŞA;ÖZEL GÜNEŞ İLKOKULU
ANTALYA;MURATPAŞA;ÖZEL GÜNEŞ ORTAOKULU
ANTALYA;MURATPAŞA;ÖZEL GÜZELOBA KARATAHTA SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
ANTALYA;MURATPAŞA;ÖZEL IŞIKÇAĞI ANAOKULU
ANTALYA;MURATPAŞA;ÖZEL İLHAN ŞAHİN SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
ANTALYA;MURATPAŞA;ÖZEL İSABET OKULLARI PORTAKAL ÇİÇEKLERİ ANAOKULU
ANTALYA;MURATPAŞA;ÖZEL İSTEK ANTALYA LARA ANADOLU LİSESİ
ANTALYA;MURATPAŞA;ÖZEL İSTEK ANTALYA LARA ANAOKULU
ANTALYA;MURATPAŞA;ÖZEL İSTEK ANTALYA LARA FEN LİSESİ
ANTALYA;MURATPAŞA;ÖZEL İSTEK ANTALYA LARA İLKOKULU
ANTALYA;MURATPAŞA;ÖZEL İSTEK ANTALYA LARA ORTAOKULU
ANTALYA;MURATPAŞA;ÖZEL KIRCAMİ SINAV İLERİ KURS SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
ANTALYA;MURATPAŞA;ÖZEL KIRMIZI ÇİZGİ ANADOLU LİSESİ
ANTALYA;MURATPAŞA;ÖZEL KIRMIZI ÇİZGİ FEN LİSESİ
ANTALYA;MURATPAŞA;ÖZEL KIRMIZI-ÇİZGİ ORTAOKULU
ANTALYA;MURATPAŞA;ÖZEL KOÇAŞ ANADOLU LİSESİ
ANTALYA;MURATPAŞA;ÖZEL LARA AÇI İLKOKULU
ANTALYA;MURATPAŞA;ÖZEL LARA AÇI ORTAOKULU
ANTALYA;MURATPAŞA;ÖZEL LARA BİLFEN ANAOKULU
ANTALYA;MURATPAŞA;ÖZEL LARA OKYANUS ANADOLU LİSESİ
ANTALYA;MURATPAŞA;ÖZEL LARA OKYANUS ANAOKULU
ANTALYA;MURATPAŞA;ÖZEL LARA OKYANUS FEN VE TEKNOLOJİ LİSESİ
ANTALYA;MURATPAŞA;ÖZEL LARA OKYANUS İLKOKULU
ANTALYA;MURATPAŞA;ÖZEL LARA OKYANUS ORTAOKULU
ANTALYA;MURATPAŞA;ÖZEL LARA ONADIM EĞİTİM BİLİMLERİ ORTAOKULU
ANTALYA;MURATPAŞA;ÖZEL LARA RENKLİ BAHÇE ANAOKULU
ANTALYA;MURATPAŞA;ÖZEL LARA ULVİ SORUMLULUK VE RASYONEL EĞİTİM (USRE) ANAOKULU
ANTALYA;MURATPAŞA;ÖZEL LARA ULVİ SORUMLULUK VE RASYONEL EĞİTİM (USRE) İLKOKULU
ANTALYA;MURATPAŞA;ÖZEL LİDER SEVGİ DÜNYASI ANAOKULU
ANTALYA;MURATPAŞA;ÖZEL LİMON ANAOKULU
ANTALYA;MURATPAŞA;ÖZEL MELEKLER AKADEMİ ÖZEL EĞİTİM ANAOKULU
ANTALYA;MURATPAŞA;ÖZEL MELTEM TEK AKADEMİ SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
ANTALYA;MURATPAŞA;ÖZEL MİNİK DEHALAR ANAOKULU
ANTALYA;MURATPAŞA;ÖZEL MOSKOVA MİLLETLERARASI İLKOKULU
ANTALYA;MURATPAŞA;ÖZEL MOSKOVA MİLLETLERARASI ORTAOKULU
ANTALYA;MURATPAŞA;ÖZEL MURATPAŞA KÜLTÜR SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
ANTALYA;MURATPAŞA;ÖZEL MURATPAŞA ON ADIM EĞİTİM BİLİMLERİ ANADOLU LİSESİ
ANTALYA2;MURATPAŞA;ÖZEL MÜREKKEP İLKOKULU
ANTALYA2;MURATPAŞA;ÖZEL MÜREKKEP ORTAOKULU
ANTALYA2;MURATPAŞA;ÖZEL MURATPAŞA UĞUR ANAOKULU
ANTALYA2;MURATPAŞA;ÖZEL MURATPAŞA UĞUR İLKOKULU
ANTALYA2;MURATPAŞA;ÖZEL MURATPAŞA UĞUR ORTAOKULU
ANTALYA2;MURATPAŞA;ÖZEL MURATPAŞA ULVİ SORUMLULUK VE RASYONEL EĞİTİM (USRE) ANADOLU LİSESİ
ANTALYA2;MURATPAŞA;ÖZEL MURATPAŞA ULVİ SORUMLULUK VE RASYONEL EĞİTİM (USRE) İLKOKULU
ANTALYA2;MURATPAŞA;ÖZEL MURATPAŞA ULVİ SORUMLULUK VE RASYONEL EĞİTİM (USRE) ORTAOKULU
ANTALYA2;MURATPAŞA;ÖZEL MURATPAŞA YÜKSELİŞ KOLEJİ ANADOLU LİSESİ
ANTALYA2;MURATPAŞA;ÖZEL MURATPAŞA YÜKSELİŞ KOLEJİ İLKOKULU
ANTALYA2;MURATPAŞA;ÖZEL MURATPAŞA YÜKSELİŞ KOLEJİ ORTAOKULU
ANTALYA2;MURATPAŞA;ÖZEL NURAY KUYUCU REHBERLİK VE PSİKOLOJİK DANIŞMA MERKEZİ
ANTALYA2;MURATPAŞA;ÖZEL NURAY ÖZER AKADEMİ SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
ANTALYA2;MURATPAŞA;ÖZEL OKSİJEN ANAOKULU
ANTALYA2;MURATPAŞA;ÖZEL OYUN BİLİM ANAOKULU
ANTALYA2;MURATPAŞA;ÖZEL PASCAL SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
ANTALYA2;MURATPAŞA;ÖZEL RENKLİ ARAŞTIRAN SORGULAYAN SEVECEN VE ENERJİK TOPLUM (RASSVET) ANAOKULU
ANTALYA2;MURATPAŞA;ÖZEL RENKLİ DÜŞLER AKADEMİSİ ANAOKULU
ANTALYA2;MURATPAŞA;ÖZEL ŞEFİK CÜCE ANADOLU LİSESİ
ANTALYA2;MURATPAŞA;ÖZEL ŞEFİK CÜCE FEN LİSESİ
ANTALYA2;MURATPAŞA;ÖZEL ŞEFİK CÜCE ORTAOKULU
ANTALYA2;MURATPAŞA;ÖZEL SEN VE BEN SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
ANTALYA2;MURATPAŞA;ÖZEL UFAKLIK ANAOKULU
ANTALYA2;MURATPAŞA;ÖZEL YAPRAK ANAOKULU
ANTALYA2;MURATPAŞA;ÖZEL YEDİ RENK ANAOKULU
ANTALYA2;MURATPAŞA;ÖZEL YÜCEL SOSYAL ETKİNLİK VE GELİŞİM MERKEZİ
ANTALYA2;MURATPAŞA;TED ANTALYA KOLEJİ ÖZEL İLKOKULU
ANTALYA2;MURATPAŞA;TED ANTALYA KOLEJİ ÖZEL LİSESİ
ANTALYA2;MURATPAŞA;TED ANTALYA KOLEJİ ÖZEL ORTAOKULU
ANTALYA2;SERİK;ÖZEL AKDENİZ YÜKSELİŞ ANADOLU LİSESİ
